text,category
The following is a list of Minnesota weather records observed at various stations across the state during the Over 160 years. Minnesota is a state in the Upper Midwestern region of the United States.,climatology
"We present RKappa, a framework for the development and analysis of rule-based models within a mature, statistically empowered R environment. The infrastructure allows model editing, modification, parameter sampling, simulation, statistical analysis and visualisation without leaving the R environment. We demonstrate its effectiveness through its application to Global Sensitivity Analysis, exploring it in ""parallel"" and ""concurrent"" implementations.   The pipeline was designed for high performance",microbiology
"Scottish literature is literature written in Scotland or by Scottish writers. It includes works in English, Scottish Gaelic, Scots, Brythonic, French, Latin, Norn or other languages written within the modern boundaries of Scotland.",literature
"Many biochemical processes can successfully be described by dynamical systems allowing some form of switching when, depending on their initial conditions, solutions of the dynamical system end up in different regions of state space (associated with different biochemical functions). Switching is often realized by a bistable system (i.e. a dynamical system allowing two stable steady state solutions) and, in the majority of cases, bistability is established numerically. In our point of view this ap",microbiology
"Purpose of review: The epithelial-Mesenchymal Transition (EMT) and the generation of Cancer Stem Cells (CSC) are two fundamental aspects contributing to tumor growth, acquisition of resistance to therapy, formation of metastases, and tumor relapse. Recent experimental data identifying the circuits regulating EMT and CSCs have driven the development of computational models capturing the dynamics of these circuits and consequently various aspects of tumor progression. Recent findings: We review th",microbiology
"We perform a systematic analysis of the quality of fit of the stochastic block model (SBM) for 275 empirical networks spanning a wide range of domains and orders of size magnitude. We employ posterior predictive model checking as a criterion to assess the quality of fit, which involves comparing networks generated by the inferred model with the empirical network, according to a set of network descriptors. We observe that the SBM is capable of providing an accurate description for the majority of",social science
"In recent work discussing model choice for continuous-time Markov chains, we have argued that it is important that the Markov matrices that define the model are closed under matrix multiplication (Sumner 2012a, 2012b). The primary requirement is then that the associated set of rate matrices form a Lie algebra. For the generic case, this connection to Lie theory seems to have first been made by Johnson (1985), with applications for specific models given in Bashford (2004) and House (2012). Here w",ecology
"Military technology is the application of technology for use in warfare. It comprises the kinds of technology that are distinctly military in nature and not civilian in application, usually because they lack useful or legal civilian applications, or are dangerous to use without appropriate military training.",new technology
"In archaeology and archaeological stratification, a cut or truncation is a context that represents a moment in time when other archaeological deposits were removed for the creation of some feature, such as a ditch or pit. In layman's terms, a cut can be thought of as a hole that was dug in the past, though cut also applies to other parts of the archaeological record such as horizontal truncations like terraced ground.",archaeology
"Cellular functions are based on the complex interplay of proteins, therefore the structure and dynamics of these protein-protein interaction (PPI) networks are the key to the functional understanding of cells. In the last years, large-scale PPI networks of several model organisms were investigated. Methodological improvements now allow the analysis of PPI networks of multiple organisms simultaneously as well as the direct modeling of ancestral networks. This provides the opportunity to challenge",microbiology
"In the social sciences, social structure is the aggregate of patterned social arrangements in society that are both emergent from and determinant of the actions of individuals. Likewise, society is believed to be grouped into structurally related groups or sets of roles, with different functions, meanings, or purposes.",social science
"Power-law behaviors are common in many disciplines, especially in network science. Real-world networks, like disease spreading among people, are more likely to be interconnected communities, and show richer power-law behaviors than isolated networks. In this paper, we look at the system of two communities which are connected by bridge links between a fraction $r$ of bridge nodes, and study the effect of bridge nodes to the final state of the Susceptible-Infected-Recovered model, by mapping it to",ecology
"A man's suit of clothes, in the sense of a lounge, office, business, dinner or dress suit, is a set of garments which are crafted from the same cloth. This article discusses the history of the lounge suit, often called a business suit when featuring dark colors and a conservative cut.",history
"In cell biology, a granule is a small particle barely visible by light microscopy. The term is most often used to describe a secretory vesicle containing important components of cell physiology.",biology
"This page details the books featuring the fictional character Hercule Poirot, created by Agatha Christie.   == Copyright and Continuation == The Poirot books are still under copyright in the United Kingdom.",literature
"This is a list of articles covering the archaeology of present-day nations, states, and dependencies. Countries are listed in bold under their respective pages, whereas territories and dependencies are not.",archaeology
"Numerical solution of the chemical master equation for stochastic reaction networks typically suffers from the state space explosion problem due to the curse of dimensionality and from stiffness due to multiple time scales. The dimension of the state space equals the number of molecular species involved in the reaction network and the size of the system of differential equations equals the number of states in the corresponding continuous-time Markov chain, which is usually enormously huge and of",microbiology
"We propose and solve exactly a model of a network that has both a tunable degree distribution and a tunable clustering coefficient. Among other things, our results indicate that increased clustering leads to a decrease in the size of the giant component of the network. We also study SIR-type epidemic processes within the model and find that clustering decreases the size of epidemics, but also decreases the epidemic threshold, making it easier for diseases to spread. In addition, clustering cause",biology
"How big is the risk that a few initial failures of networked nodes amplify to large cascades that endanger the functioning of the system? Common answers refer to the average final cascade size. Two analytic approaches allow its computation: a) (heterogeneous) mean field approximation and b) belief propagation. The former applies to (infinitely) large locally tree-like networks, while the latter is exact on finite trees. Yet, cascade sizes can have broad and multi-modal distributions that are not",social science
"Electrothermal-chemical (ETC) technology is an attempt to increase accuracy and muzzle energy of future tank, artillery, and close-in weapon system guns by improving the predictability and rate of expansion of propellants inside the barrel. An electrothermal-chemical gun uses a plasma cartridge to ignite and control the ammunition's propellant, using electrical energy to trigger the process.",new technology
"Given a sequence composed of a limit number of characters, we try to ""read"" it as a ""text"". This involves to segment the sequence into ""words"". The difficulty is to distinguish good segmentation from enormous number of random ones.Aiming at revealing the nonrandomness of the sequence as strongly as possible, by applying maximum likelihood method, we find a quantity called Segmentation Entropy that can be used to fulfill the duty. Contrary to commonplace where maximum entropy principle was applie",biology
"Near the beginning of the century, Wright and Fisher devised an elegant, mathematically tractable model of gene reproduction and replacement that laid the foundation for contemporary population genetics. The Wright-Fisher model and its extensions have given biologists powerful tools of statistical inference that enabled the quantification of genetic drift and selection. Given the utility of these tools, we often forget that their model - for mathematical, and not biological reasons - makes assum",ecology
"We have found that a variety of phase transitions occurring between three traffic phases (free flow (F), synchronized flow (S), and wide moving jam (J)) determine the spatiotemporal dynamics of traffic consisting of 100% automated-driving vehicles moving on a two-lane road with an on-ramp bottleneck. This means that three-phase traffic theory is a common framework for the description of traffic states independent of whether human-driving or automated-driving vehicles move in vehicular traffic. T",social science
"We consider the effect of a nonvanishing fraction of initially infected nodes (seeds) on the SIR epidemic model on random networks. This is relevant when, for example, the number of arriving infected individuals is large, but also to the modeling of a large number of infected individuals, but also to more general situations such as the spread of ideas in the presence of publicity campaigns. This model is frequently studied by mapping to a bond percolation problem, in which edges in the network a",social science
"Biomass is the mass of living biological organisms in a given area or ecosystem at a given time. Biomass can refer to species biomass, which is the mass of one or more species, or to community biomass, which is the mass of all species in the community.",ecology
"The vanishing epidemic threshold for viruses spreading on scale-free networks indicate that traditional methods, aiming to decrease a virus' spreading rate cannot succeed in eradicating an epidemic. We demonstrate that policies that discriminate between the nodes, curing mostly the highly connected nodes, can restore a finite epidemic threshold and potentially eradicate a virus. We find that the more biased a policy is towards the hubs, the more chance it has to bring the epidemic threshold abov",biology
"Oscillation has an important role in bio-dynamical systems such as circadian rhythms and eukaryotic cell cycle. John Tyson et. al. in Nature Review Mol Cell Biol 2008 examined a limited number of network topologies consisting of three nodes and four or fewer edges and identified the network design principles of biochemical oscillations. Tsai et. al. in Science 2008 studied three different network motifs, namely a negative feedback loop, coupled negative feedback loops, and coupled positive and n",microbiology
"In this work, we employ autoregressive models developed in financial engineering for modeling of forest dynamics. Autoregressive models have some theoretical advantage over currently employed forest modeling approaches such as Markov chains and individual-based models, as autoregressive models are both analytically tractable and operate with continuous state space. We perform time series statistical analysis of forest biomass and basal area recorded in Quebec provincial forest inventories in 197",ecology
"Population dynamics are often affected by sudden environmental perturbations. Parameters of stochastic models are often imprecise due to various uncertainties. In this paper, we formulate a stochastic multimolecular biochemical reaction model that includes Lévy jumps and interval parameters. Firstly, we prove the existence and uniqueness of the positive solution. Moreover, the threshold between extinction and persistence of the reaction is obtained. Finally, some simulations are carried out to d",ecology
"We study the optimal sustainable harvesting of a population that lives in a random environment. The novelty of our setting is that we maximize the asymptotic harvesting yield, both in an expected value and almost sure sense, for a large class of harvesting strategies and unstructured population models. We prove under relatively weak assumptions that there exists a unique optimal harvesting strategy characterized by an optimal threshold below which the population is maintained at all times by uti",ecology
"The term peace ecology has been used by Christos Kyrou of American University to describe a proposed theoretical framework that is intended to provide ""a better understanding, of the inherent capacities of the environment to inform and sustain peace.""   == Use of the term == Peace ecology was introduced by Professor Christos Kyrou, of American University first in an article at the annual meeting of the International Studies Association, in San Diego, California, Mar 22, 2006. It was later published in its completed form in an article with the title Peace Ecology: An Emerging Paradigm In Peace Studies in The International Journal of Peace Studies, Volume 12 #1, 2007.",ecology
"A Master of Social Science (MSocSc, MSSc or MSS) is a master's degree which has a number of different meanings dependent upon the education system in question.   == Europe == In Finland and Sweden, where the university degree nomenclatura is simply based on the faculties from which they are awarded, Master of Social Science is the name given to any master's degree awarded by the Faculty of Social Science.",social science
"The Red cell-Hb-CSF functions as a sensor adapting response to Hb heterotropic equilibriums. At the lungs O2 and Mg2+, each one increasing affinity for the other stabilize the relax (R) form [(O2)4Hb(Mg)2].(H2O)R. At tissue level, the inclusion of H+ and 2,3-DPG excludes O2 and Mg2+ to stabilize the tense (T) form 2,3-DPG-deoxyHb-(H2O)T. Both senses are integrated into a cycle T into R and R into T, without involving a direct reversal. The dissipative potential of water cluster (H2O)n interacts ",microbiology
"The application of Statistical Physics to social systems is mainly related to the search for macroscopic laws, that can be derived from experimental data averaged in time or space,assuming the system in a steady state. One of the major goals would be to find a connection between the statistical laws to the microscopic properties: for example to understand the nature of the microscopic interactions or to point out the existence of interaction networks. The probability theory suggests the existenc",social science
"Common experience tells us that a knot significantly weakens the polymer strand in which it is tied, which in turn leads to more facile chain rupture under tensile loading. Using first-principles molecular dynamics calculations we describe the dynamical evolution of the radicals that form after chain rupture of a single knotted alkane molecule in their very early stages of life. They are able to recombine, to form cyclic alkanes and to undergo disproportionation phenomena with nearby chain segme",biology
"The German Institute of Science and Technology – TUM Asia is an institute for research and education located in Singapore, formed in 2002 as the Asian campus of the Technical University of Munich.   == Background == GIST-TUM Asia was set up in Singapore in 2002, under the Singapore government's Global Schoolhouse Initiative.",new technology
The year 1974 in archaeology involved some significant events.   == Excavations == January 19–20: New Zealand Railways K class (1877) steam locomotive K 88 Washington is recovered from the Branxholme locomotive dump in the Ōreti River.,archaeology
"Biological organization is the organization of complex biological structures and systems that define life using a reductionistic approach. The traditional hierarchy, as detailed below, extends from atoms to biospheres.",ecology
"Chinese Social Sciences Citation Index (CSSCI, Chinese: 中文社会科学引文索引) is an interdisciplinary citation index program in China.  It was developed by Nanjing University's Institute for Social Sciences Research and Assessment (中国社会科学研究评价中心) and the Hong Kong University of Science and Technology in 1998 and was established in 2000.",social science
Observations of binary inspirals with LISA will allow us to place bounds on alternative theories of gravity and to study the merger history of massive black holes (MBH). These possibilities rely on LISA's parameter estimation accuracy. We update previous studies of parameter estimation including non-precessional spin effects. We work both in Einstein's theory and in alternative theories of gravity of the scalar-tensor and massive-graviton types. Inclusion of non-precessional spin terms in MBH bi,astronomy
"We analyze risk factors correlated with the initial transmission growth rate of the recent COVID-19 pandemic in different countries. The number of cases follows in its early stages an almost exponential expansion; we chose as a starting point in each country the first day $d_i$ with 30 cases and we fitted for 12 days, capturing thus the early exponential growth. We looked then for linear correlations of the exponents $α$ with other variables, for a sample of 126 countries. We find a positive cor",ecology
"Self-avoiding random walks were performed on protein residue networks. Compared with protein residue networks with randomized links, the probability of a walk being successful is lower and the length of successful walks shorter in (non-randomized) protein residue networks. Fewer successful walks and shorter successful walks point to higher communication specificity between protein residues, a conceivably favourable attribute for proteins to have. The use of random walks instead of shortest paths",microbiology
"Dante Alighieri (Italian: [ˈdante aliˈɡjɛːri]; most likely baptized Durante di Alighiero degli Alighieri; c. May 1265 – September 14, 1321), widely known mononymously as Dante, was an Italian poet, writer, and philosopher. His Divine Comedy, originally called Comedìa (modern Italian: Commedia) and later christened Divina by Giovanni Boccaccio, is widely considered one of the most important poems of the Middle Ages and the greatest literary work in the Italian language.",literature
"Sarcoplasmic reticulum vesicles and purified Ca$^{2+}$-ATPase hydrolyze acetyl phosphate both in the presence and absence of Ca$^{2+}$. The Ca$^{2+}$-independent activity was fully sensitive to vanadate, insensitive to thapsigargin, and proceeded without accumulation of phosphorylated enzyme. Acetyl phosphate hydrolysis in the absence of Ca$^{2+}$ was activated by dimethyl sulfoxide. The Ca$^{2+}$-dependent activity was partially sensitive to vanadate, fully sensitive to thapsigargin, and associ",microbiology
"A wealth of new research has highlighted the critical roles of small RNAs (sRNAs) in diverse processes such as quorum sensing and cellular responses to stress. The pathways controlling these processes often have a central motif comprising of a master regulator protein whose expression is controlled by multiple sRNAs. However, the regulation of stochastic gene expression of a single target gene by multiple sRNAs is currently not well understood. To address this issue, we analyze a stochastic mode",microbiology
"The Nobel Prize in Physics (Swedish: Nobelpriset i fysik) is awarded annually by the Royal Swedish Academy of Sciences to scientists in the various fields of physics. It is one of the five Nobel Prizes established by the 1895 will of Alfred Nobel (who died in 1896), awarded for outstanding contributions in physics.",physics
"We investigate the extent to which the commonly used standard pairwise contact potential can be used to identify the native fold of a protein. Ideally one would hope that a universal energy function exists, for which the native folds of all proteins are the respective ground states. Here we pose a much more restricted question: is it possible to find a set of contact parameters for which the energy of the native contact map of a single protein (crambin) is lower than that of all possible physica",biology
"We compute the quantum string entropy S_s(m, H) from the microscopic string density of states rho_s (m,H) of mass m in de Sitter space-time. We find for high m, a {\bf new} phase transition at the critical string temperature T_s= (1/2 pi k_B)L c^2/alpha', higher than the flat space (Hagedorn) temperature t_s. (L = c/H, the Hubble constant H acts at the transition as producing a smaller string constant alpha' and thus, a higher tension). T_s is the precise quantum dual of the semiclassical (QFT H",astronomy
"The spectrum and coherency are useful quantities for characterizing the temporal correlations and functional relations within and between point processes. This paper begins with a review of these quantities, their interpretation and how they may be estimated. A discussion of how to assess the statistical significance of features in these measures is included. In addition, new work is presented which builds on the framework established in the review section. This work investigates how the estimat",biology
"We present a new method for inferring species trees from multi-copy gene trees. Our method is based on a generalization of the Robinson-Foulds (RF) distance to multi-labeled trees (mul-trees), i.e., gene trees in which multiple leaves can have the same label. Unlike most previous phylogenetic methods using gene trees, this method does not assume that gene tree incongruence is caused by a single, specific biological process, such as gene duplication and loss, deep coalescence, or lateral gene tra",ecology
"Endemism is the state of a species being found only in a single defined geographic location, such as an island, state, nation, country or other defined zone; organisms that are indigenous to a place are not endemic to it if they are also found elsewhere. For example, the Cape sugarbird is found exclusively in southwestern South Africa and is therefore said to be endemic to that particular part of the world.",biology
"We propose a new approach to identifying geographical clustering and hotspots of inequality from decadal census data. We use diffusion mapping to study the 181,408 Output Areas in England and Wales, which allows us to decompose the feature structures of countries in the census data space. Additionally, we develop a new localization metric inspired by statistical physics to uncover the importance of minority groups in London. The results of our study can be applied to other census-like data const",social science
"The observed sequence variation at a locus informs about the evolutionary history of the sample and past population size dynamics. The Kingman coalescent is used in a generative model of molecular sequence variation to infer evolutionary parameters. However, it is well understood that inference under this model does not scale well with sample size. Here, we build on recent work based on a lower resolution coalescent process, the Tajima coalescent, to model longitudinal samples. While the Kingman",ecology
"Advances in satellite imaging and GPS tracking devices have given rise to a new era of remote sensing and geospatial analysis. In environmental science and conservation ecology, biotelemetric data is often high-dimensional, spatially and/or temporally, and functional in nature, meaning that there is an underlying continuity to the biological process of interest. GPS-tracking of animal movement is commonly characterized by irregular time-recording of animal position, and the movement relationship",ecology
"The version history of the Android mobile operating system began with the public release of its first beta on November 5, 2007. The first commercial version, Android 1.0, was released on September 23, 2008.",history
"We study a modified version of the stochastic susceptible-infected-refractory-susceptible (SIRS) model by employing a nonlinear (exponential) reinforcement in the contagion rate and no diffusion. We run simulations for complete and random graphs as well as d-dimensional hypercubic lattices (for d=3,2,1). For weak nonlinearity, a continuous nonequilibrium phase transition between an absorbing and an active phase is obtained, such as in the usual stochastic SIRS model [Joo and Lebowitz, Phys. Rev.",ecology
"A meme ( ; MEEM) is an idea, behavior, or style that spreads by means of imitation from person to person within a culture and often carries symbolic meaning representing a particular phenomenon or theme. A meme acts as a unit for carrying cultural ideas, symbols, or practices, that can be transmitted from one mind to another through writing, speech, gestures, rituals, or other imitable phenomena with a mimicked theme.",new technology
"Analogous to biological sequence comparison, comparing cellular networks is an important problem that could provide insight into biological understanding and therapeutics. For technical reasons, comparing large networks is computationally infeasible, and thus heuristics such as the degree distribution have been sought. It is easy to demonstrate that two networks are different by simply showing a short list of properties in which they differ. It is much harder to show that two networks are simila",microbiology
"Three slow glitches in the rotation rate of the pulsar B1822-09 were revealed over the 1995-2004 interval. The slow glitches observed are characterized by a gradual increase in the rotation frequency with a long timescale of several months, accompanied by a rapid decrease in the magnitude of the frequency first derivative by 1-2 per cent of the initial value and subsequent exponential increase back to its initial value on the same timescale. The cumulative fractional increase in the pulsar rotat",astronomy
"The sensitivity of the native states of protein-like heteropolymers to mutations modelled as perturbations in the interaction potential between amino acids is studied. The stability threshold against mutations is shown to be zero for random heteropolymers on a lattice in two dimensions, whereas a design procedure modelling evolution produces a non-zero threshold. We introduce an evolution-like protein design procedure based on an optimization of the stability threshold that is shown to naturally",biology
"Gender archaeology is a method of studying past societies through their material culture by closely examining the social construction of gender identities and relations. Gender archaeologists examine the relative positions in society of men, women, and children through identifying and studying the differences in power and authority they held, as they are manifested in material (and skeletal) remains.",archaeology
"Vaccines are promising tools to control the spread of COVID-19. An effective vaccination campaign requires government policies and community engagement, sharing experiences for social support, and voicing concerns to vaccine safety and efficiency. The increasing use of online social platforms allows us to trace large-scale communication and infer public opinion in real-time. We collected more than 100 million vaccine-related tweets posted by 8 million users and used the Latent Dirichlet Allocati",social science
"Rules for the transformation of time parameters in relativistic Langevin equations are derived and discussed. In particular, it is shown that, if a coordinate-time parameterized process approaches the relativistic Juttner-Maxwell distribution, the associated proper-time parameterized process converges to a modified momentum distribution, differing by a factor proportional to the inverse energy.",astronomy
"Spatial games are crucial for understanding patterns of cooperation in nature (and to some extent society). They are known to be more sensitive to local symmetries than e.g. spin models. This paper concerns the evolution of the prisoner's dilemma game on regular lattices with three different types of neighborhoods -- the von Neumann-, Moore-, and kagome types. We investigate two kinds of dynamics for the players to update their strategies (that can be unconditional cooperator or defector). Depen",social science
"Rock-paper-scissors (RPS) game is a nice model to study the biodiversity in ecosystem. However, the previous studies only consider the nearest- neighbor- interaction among the species. In this paper, taking the long range migration into account, the effects of the interplay between nearest-neighbor-interaction and long-range-interaction of Levy flight obey the power law distance distribution with the exponent h (-0.3<h<-0.1) in spatial RPS game is investigated. Taking the probability of long ran",ecology
"Tuberculosis (TB) and human immunodeficiency virus (HIV) can be considered a deadly human syndemic. In this article, we formulate a model for TB and HIV transmission dynamics. The model considers both TB and acquired immune deficiency syndrome (AIDS) treatment for individuals with only one of the infectious diseases or both. The basic reproduction number and equilibrium points are determined and stability is analyzed. Through simulations, we show that TB treatment for individuals with only TB in",ecology
"Higher education and advanced scientific research lead to social, economic, and political development of any country. All developed societies like the current 2022 G7 countries: Canada, France, Germany, Italy, Japan, the UK, and the US have all not only heavily invested in higher education but also in advanced scientific research in their respective countries. Similarly, for African countries to develop socially, economically, and politically, they must follow suit by massively investing in high",social science
"We present an elaborate framework for formally modelling pathways in chemical reaction networks on a mechanistic level. Networks are modelled mathematically as directed multi-hypergraphs, with vertices corresponding to molecules and hyperedges to reactions. Pathways are modelled as integer hyperflows and we expand the network model by detailed routing constraints. In contrast to the more traditional approaches like Flux Balance Analysis or Elementary Mode analysis we insist on integer-valued flo",microbiology
There has been little exploration of the explicit simulation of the set of options of actors in agent-based models and its evolution over time. This study proposes to use affordances as intermediate entities between agents' environment and agent actions. We illustrated the approach on a typical gravity-fed network in the South-East of France to explore how the abandonment of traditional sharing of water changes the irrigators' options to irrigate. We simulated a typical dry year irrigation seaso,social science
"Quantum mechanics is the fundamental physical theory that describes the behavior of matter and of light; its unusual characteristics typically occur at and below the scale of atoms.: 1.1  It is the foundation of all quantum physics, which includes quantum chemistry, quantum field theory, quantum technology, and quantum information science. Quantum mechanics can describe many systems that classical physics cannot.",physics
"Icelandic literature refers to literature written in Iceland or by Icelandic people. It is best known for the sagas written in medieval times, starting in the 13th century.",literature
"Motivated by the famous Waddington's epigenetic landscape metaphor in developmental biology, biophysicists and applied mathematicians made different proposals to realize this metaphor in a rationalized way. We adopt comprehensive perspectives to systematically investigate three different but closely related realizations in recent literature: namely the potential landscape theory from the steady state distribution of stochastic differential equations (SDEs), the quasi-potential from the large dev",microbiology
"The existence of a die-out threshold (different from the classic disease-invasion one) defining a region of slow extinction of an epidemic has been proved elsewhere for susceptible-aware-infectious-susceptible models without awareness decay, through bifurcation analysis. By means of an equivalent mean-field model defined on regular random networks, we interpret the dynamics of the system in this region and prove that the existence of bifurcation for this second epidemic threshold crucially depen",ecology
"We study correlation properties of the magnitude and the sign of the increments in the time intervals between successive heartbeats during light sleep, deep sleep, and REM sleep using the detrended fluctuation analysis method. We find short-range anticorrelations in the sign time series, which are strong during deep sleep, weaker during light sleep and even weaker during REM sleep. In contrast, we find long-range positive correlations in the magnitude time series, which are strong during REM sle",biology
"The modern constellation Ophiuchus lies across two of the quadrants symbolized by the Azure Dragon of the East (東方青龍, Dōng Fāng Qīng Lóng) and The Black Tortoise of the North (北方玄武, Běi Fāng Xuán Wǔ), and Three Enclosures (三垣, Sān Yuán), that divide the sky in traditional Chinese uranography. The name of the western constellation in modern Chinese is 蛇夫座 (shé fū zuò), which means ""the snake man  constellation"".",astronomy
A literature review is an overview of previously published works on a particular topic. The term can refer to a full scholarly paper or a section of a scholarly work such as books or articles.,literature
"The goal of this paper is to outline a scenario of emerging stochasticity in high-dimensional highly nonlinear systems, such as genetic regulatory networks (GRN). We focus attention on the fact that in such systems confluence of all the factors necessary for gene expression is a comparatively rare event, and only massive redundancy makes such events sufficiently frequent. An immediate consequence of this rareness is burstiness in mRNA and protein copy numbers, a well known experimentally observe",microbiology
"Computers in Biology and Medicine is a monthly peer-reviewed scientific journal established in 1970. It covers the intersection of biomedical engineering, computational biology, bioinformatics, and computer science.",biology
The MAP kinase cascade is a network of enzymatic reactions arranged in layers. In each layer occurs a multiple futile cycle of phosphorylations. The fully phosphorylated substrate then serves as an enzyme for the layer below. This papers focusses on the existence of parameters for which Hopf bifurcations occur and generate periodic orbits. Furthermore it is explained how geometric singular perturbation theory allows to generalize results from simple models to more complex ones.,microbiology
"Advances in techniques for the formal analysis of neural networks have introduced the possibility of detailed quantitative analyses of brain circuitry. This paper applies a method for calculating mutual information to the analysis of the Schaffer collateral connections between regions CA3 and CA1 of the hippocampus. Attention is given to the introduction of further details of anatomy and physiology to the calculation: in particular, the distribution of the number of connections that CA1 neurons ",biology
"A microbiological culture, or microbial culture, is a method of multiplying microbial organisms by letting them reproduce in predetermined culture medium under controlled laboratory conditions. Microbial cultures are foundational and basic diagnostic methods used as research tools in molecular biology.",microbiology
"Reproduction (or procreation or breeding) is the biological process by which new individual organisms – ""offspring"" – are produced from their ""parent"" or parents. There are two forms of reproduction: asexual and sexual.",biology
"We present a highly efficient and accurate hybrid stochastic simulation algorithm (HSSA) for the purpose of simulating a subset of biochemical reactions of large gene regulatory networks (GRN). The algorithm relies on the separability of a GRN into two groups of reactions, A and B, such that the reactions in A can be simulated via a stochastic simulation algorithm (SSA), while those in group B can yield to a deterministic description via ordinary differential equations. First, we derive exact ex",microbiology
"Optical biosensors are often used to measure kinetic rate constants associated with chemical reactions. Such instruments operate in the \textit{surface-volume} configuration, in which ligand molecules are convected through a fluid-filled volume over a surface to which receptors are confined. Currently, scientists are using optical biosenors to measure the kinetic rate constants associated with DNA translesion synthesis--a process critical to DNA damage repair. Biosensor experiments to study this",microbiology
"Designing effective recovery strategies for damaged networked systems is critical to the resilience of built, human and natural systems. However, progress has been limited by the inability to bring together distinct philosophies, such as complex network topology through centrality measures and network flow optimization through entropy measures. Network centrality-based metrics are relatively more intuitive and computationally efficient while optimization-based approaches are more amenable to dyn",social science
"The city of Baghdad (Arabic: بغداد Baġdād) was established by the Abbasid dynasty as its capital in the 8th century, marking a new era in Islamic history after their defeat of the Umayyad Caliphate. It replaced Seleucia-Ctesiphon, a Sasanian capital 35 km southeast of Baghdad, which was virtually abandoned by the end of the 8th century.",history
"A population can be immune to epidemics even if not all of its individual members are immune to the disease, so long as sufficiently many are immune - this is the traditional notion of herd immunity. In the smartphone era a population can be immune to epidemics even if not a single one of its members is immune to the disease - a notion we call ""digital herd immunity"", which is similarly an emergent characteristic of the population. This immunity arises because contact-tracing protocols based on ",ecology
"We present a simple point process model of $1/f^β$ noise, covering different values of the exponent $β$. The signal of the model consists of pulses or events. The interpulse, interevent, interarrival, recurrence or waiting times of the signal are described by the general Langevin equation with the multiplicative noise and stochastically diffuse in some interval resulting in the power-law distribution. Our model is free from the requirement of a wide distribution of relaxation times and from the ",astronomy
"The MARTA Archaeology Project, later revived as the Phoenix Project, was an archaeological excavation initiative funded by the Metropolitan Atlanta Rapid Transit Authority (MARTA) before the construction of Atlanta's rapid transit system in the 1970s. MARTA contracted Georgia State University (GSU) to conduct the excavations.",archaeology
"It has been reported that the number of transcription factors encoded in prokaryotic genomes scales approximately quadratically with their total number of genes. We propose a conceptual explanation of this finding and illustrate it using a simple model in which metabolic and regulatory networks of prokaryotes are shaped by horizontal gene transfer of coregulated metabolic pathways. Adapting to a new environmental condition monitored by a new transcription factor (e.g., learning to use another nu",microbiology
"Motivated by the increasing number of COVID-19 cases that have been observed in many countries after the vaccination and relaxation of non-pharmaceutical interventions, we propose a mathematical model on time-varying networks for the spread of recurrent epidemic diseases in a partially vaccinated population. The model encapsulates several realistic features, such as the different effectiveness of the vaccine against transmission and development of severe symptoms, testing practices, the possible",ecology
"In this paper we introduce a non-fuzzy measure which has been designed to rank the partitions of a network's nodes into overlapping communities. Such a measure can be useful for both quantifying clusters detected by various methods and during finding the overlapping community-structure by optimization methods. The theoretical problem referring to the separation of overlapping modules is discussed, and an example for possible applications is given as well.",social science
Present-day climate change includes both global warming—the ongoing increase in global average temperature—and its wider effects on Earth's climate system. Climate change in a broader sense also includes previous long-term changes to Earth's climate.,climatology
"Atomic, molecular, and optical physics (AMO) is the study of matter–matter and light–matter interactions, at the scale of one or a few atoms and energy scales around several electron volts.: 1356   The three areas are closely interrelated.  AMO theory includes classical, semi-classical and quantum treatments.",physics
"The number of votes correlates strongly with the money spent in a campaign, but the relation between the two is not straightforward. Among other factors, the output of a ballot depends on the number of candidates, voters, and available resources. Here, we develop a conceptual framework based on Shannon entropy maximization and Superstatistics to establish a relation between the distributions of money spent by candidates and their votes. By establishing such a relation, we provide a tool to predi",social science
"André Michel Lwoff (8 May 1902 – 30 September 1994) was a French microbiologist and Nobel laureate.   == Education, early life and career == Lwoff was born in Ainay-le-Château, Allier, in Auvergne, France, into a Jewish family of Russian-Polish origin, the son of Marie (Siminovitch), an artist, and Solomon Lwoff, a psychiatrist.",microbiology
"According to traditional Chinese uranography, the modern constellation Pegasus is located within the northern quadrant of the sky, which is symbolized as the Black Tortoise of the North (北方玄武, Běi Fāng Xuán Wǔ). The name of the western constellation in modern Chinese is 飛馬座 (fēi mǎ zuò), meaning ""the flying horse constellation"".",astronomy
"A period of slow contraction with equation of state w > 1, known as an ekpyrotic phase, has been shown to flatten and smooth the universe if it begins the phase with small perturbations. In this paper, we explore how robust and powerful the ekpyrotic smoothing mechanism is by beginning with highly inhomogeneous and anisotropic initial conditions and numerically solving for the subsequent evolution of the universe. Our studies, based on a universe with gravity plus a scalar field with a negative ",astronomy
"The McGraw-Hill Encyclopedia of Science & Technology is an English-language multivolume encyclopedia, specifically focused on scientific and technical subjects, and published by McGraw-Hill Education. The most recent edition in print is the eleventh edition, copyright 2012 (ISBN 9780071778343), comprising twenty volumes.",new technology
"We experimentally demonstrate that the statistical properties of distances between pedestrians which are hindered from avoiding each other are described by the Gaussian Unitary Ensemble of random matrices. The same result has recently been obtained for an $n$-tuple of non-intersecting (one-dimensional, unidirectional) random walks. Thus, the observed behavior of autonomous walkers conditioned not to cross their trajectories (or, in other words, to stay in strict order at any time) resembles non-",social science
